modo_envio,segmento,pais,cidade,estado,cep,regiao,categoria,subcategoria,vendas,quantidade,desconto,lucro,margem
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Material de Escritório,Papel,6.48,1,0.0,3.1104,0.4799999999999999
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Tecnologia,Celulares,86.352,6,0.2,8.6352,0.09999999999999999
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Material de Escritório,Arte,56.3,2,0.0,15.764,0.28
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Material de Escritório,Arte,51.016,7,0.2,8.2901,0.1625
Standard Class,Consumer,United States,Renton,Washington,98059,West,Material de Escritório,Fichários,150.8,5,0.2,56.55,0.37499999999999994
Standard Class,Consumer,United States,Renton,Washington,98059,West,Tecnologia,Máquinas,1039.992,1,0.2,103.9992,0.1
Standard Class,Consumer,United States,Renton,Washington,98059,West,Material de Escritório,Papel,51.84,8,0.0,24.8832,0.4799999999999999
First Class,Home Office,United States,New York City,New York,10009,East,Tecnologia,Celulares,41.22,1,0.0,11.1294,0.27
First Class,Home Office,United States,New York City,New York,10009,East,Material de Escritório,Suprimentos,240.37,1,0.0,7.2111,0.03
First Class,Home Office,United States,New York City,New York,10009,East,Tecnologia,Celulares,119.02,2,0.0,33.3256,0.28
Standard Class,Consumer,United States,San Jose,California,95123,West,Material de Escritório,Fichários,133.12,5,0.2,49.92,0.375
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Móveis,Decoração,38.08,5,0.6,-29.512,-0.775
Same Day,Home Office,United States,New York City,New York,10009,East,Móveis,Estantes,113.568,2,0.2,12.7764,0.1125
Second Class,Home Office,United States,New York City,New York,10009,East,Móveis,Decoração,83.92,4,0.0,21.8192,0.25999999999999995
Second Class,Home Office,United States,New York City,New York,10009,East,Material de Escritório,Arte,6.63,3,0.0,3.1161,0.47
Second Class,Home Office,United States,New York City,New York,10009,East,Tecnologia,Acessórios,371.97,3,0.0,66.9546,0.18
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Móveis,Cadeiras,561.584,2,0.2,70.198,0.125
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Material de Escritório,Armazenamento,99.92,5,0.2,-1.249,-0.0125
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Etiquetas,4.928,2,0.2,1.7248,0.35000000000000003
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Móveis,Decoração,14.76,2,0.0,4.2804,0.29000000000000004
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Tecnologia,Acessórios,99.99,1,0.0,41.9958,0.42000000000000004
Standard Class,Home Office,United States,Waterbury,Connecticut,6708,East,Material de Escritório,Armazenamento,286.15,5,0.0,71.5375,0.25
Standard Class,Home Office,United States,Chandler,Arizona,85224,West,Material de Escritório,Fixadores,49.792,8,0.2,-11.8256,-0.2375
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Móveis,Estantes,299.975,5,0.5,-167.986,-0.5599999999999999
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Tecnologia,Celulares,158.376,4,0.4,-36.9544,-0.23333333333333334
First Class,Consumer,United States,Austin,Texas,78745,Central,Material de Escritório,Fichários,32.784,4,0.8,-52.4544,-1.6
First Class,Consumer,United States,Austin,Texas,78745,Central,Tecnologia,Acessórios,47.984,2,0.2,14.3952,0.3
First Class,Consumer,United States,Austin,Texas,78745,Central,Tecnologia,Acessórios,62.592,8,0.2,13.3008,0.21250000000000002
First Class,Consumer,United States,Austin,Texas,78745,Central,Material de Escritório,Fichários,4.276,1,0.8,-6.6278,-1.55
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Material de Escritório,Papel,10.56,2,0.0,4.752,0.44999999999999996
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Material de Escritório,Armazenamento,229.94,2,0.0,6.8982,0.030000000000000002
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Material de Escritório,Envelopes,311.15,5,0.0,146.2405,0.47000000000000003
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Material de Escritório,Papel,12.96,2,0.0,6.3504,0.48999999999999994
Standard Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Papel,14.62,2,0.0,6.7252,0.46
Standard Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Etiquetas,5.76,2,0.0,2.8224,0.49000000000000005
Standard Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Fixadores,21.48,6,0.0,10.5252,0.49
Standard Class,Consumer,United States,New York City,New York,10011,East,Móveis,Decoração,396.92,4,0.0,198.46,0.5
Standard Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Armazenamento,17.15,1,0.0,4.6305,0.27
Standard Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Fichários,23.12,2,0.2,7.803,0.33749999999999997
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Material de Escritório,Arte,5.248,2,0.2,0.5904,0.1125
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Tecnologia,Celulares,824.95,5,0.0,247.485,0.3
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Material de Escritório,Etiquetas,24.64,8,0.0,11.8272,0.48
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Material de Escritório,Arte,227.88,6,0.0,68.364,0.30000000000000004
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Móveis,Estantes,241.96,2,0.0,33.8744,0.14
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Material de Escritório,Fichários,3.89,1,0.0,1.8672,0.48
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Móveis,Decoração,8.01,3,0.0,3.0438,0.38
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Tecnologia,Celulares,177.48,3,0.2,19.9665,0.1125
Second Class,Corporate,United States,Spokane,Washington,99207,West,Móveis,Cadeiras,569.568,2,0.2,7.1196,0.0125
Second Class,Corporate,United States,Spokane,Washington,99207,West,Material de Escritório,Armazenamento,149.73,7,0.0,43.4217,0.29000000000000004
First Class,Consumer,United States,Houston,Texas,77041,Central,Móveis,Cadeiras,899.43,5,0.3,-12.849,-0.014285714285714287
First Class,Consumer,United States,Houston,Texas,77041,Central,Material de Escritório,Arte,46.2,5,0.2,5.775,0.125
First Class,Consumer,United States,Houston,Texas,77041,Central,Material de Escritório,Papel,47.952,3,0.2,16.1838,0.3375
First Class,Consumer,United States,Houston,Texas,77041,Central,Tecnologia,Celulares,7.992,1,0.2,0.6993,0.08750000000000001
First Class,Consumer,United States,Houston,Texas,77041,Central,Material de Escritório,Papel,76.864,2,0.2,26.9024,0.35
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Material de Escritório,Fichários,102.93,3,0.0,48.3771,0.47
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Tecnologia,Acessórios,98.16,6,0.0,9.816,0.1
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Material de Escritório,Fichários,11.52,5,0.7,-7.68,-0.6666666666666666
Same Day,Corporate,United States,Chandler,Arizona,85224,West,Material de Escritório,Papel,83.88,1,0.2,29.358,0.35000000000000003
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Tecnologia,Celulares,108.576,4,0.4,-25.3344,-0.23333333333333334
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Fixadores,5.984,2,0.2,-1.3464,-0.225
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Material de Escritório,Suprimentos,21.96,2,0.0,6.1488,0.27999999999999997
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Móveis,Cadeiras,368.97,3,0.0,81.1734,0.21999999999999997
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Material de Escritório,Arte,12.39,3,0.0,3.4692,0.27999999999999997
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Material de Escritório,Armazenamento,332.94,3,0.0,9.9882,0.030000000000000002
Standard Class,Corporate,United States,Draper,Utah,84020,West,Tecnologia,Acessórios,111.93,7,0.0,34.6983,0.31
First Class,Home Office,United States,Oakland,California,94601,West,Móveis,Cadeiras,454.272,8,0.2,-73.8192,-0.1625
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Material de Escritório,Papel,19.44,3,0.0,9.3312,0.48000000000000004
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Tecnologia,Copiadoras,8399.976,4,0.4,1119.9968,0.1333333333333333
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Fichários,6.294,1,0.7,-4.196,-0.6666666666666666
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Papel,10.368,2,0.2,3.6288,0.35
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Tecnologia,Celulares,122.382,3,0.4,-24.4764,-0.2
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Material de Escritório,Armazenamento,25.984,2,0.2,-1.624,-0.0625
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Móveis,Mesas,945.036,6,0.4,-299.2614,-0.31666666666666665
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Material de Escritório,Fichários,14.301,7,0.7,-10.4874,-0.7333333333333333
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Móveis,Decoração,410.352,3,0.2,-51.294,-0.125
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Material de Escritório,Papel,23.52,5,0.2,8.526,0.3625
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Tecnologia,Celulares,180.96,5,0.2,13.572,0.075
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Móveis,Decoração,35.0,4,0.0,14.7,0.42
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Material de Escritório,Armazenamento,477.15,5,0.0,28.629,0.060000000000000005
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Tecnologia,Celulares,302.376,3,0.2,22.6782,0.07500000000000001
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Móveis,Mesas,974.988,4,0.3,-97.4988,-0.09999999999999999
First Class,Consumer,United States,New York City,New York,10024,East,Móveis,Cadeiras,589.41,5,0.1,-6.549,-0.011111111111111112
Standard Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Arte,34.7,5,0.0,12.492,0.36
Standard Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Armazenamento,99.87,3,0.0,23.9688,0.24000000000000002
Standard Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Papel,37.94,2,0.0,18.2112,0.4800000000000001
Standard Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Etiquetas,24.9,5,0.0,11.454,0.4600000000000001
Standard Class,Corporate,United States,New York City,New York,10024,East,Móveis,Decoração,82.26,3,0.0,33.7266,0.4099999999999999
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Material de Escritório,Fixadores,7.104,6,0.2,2.4864,0.35000000000000003
Second Class,Home Office,United States,Houston,Texas,77095,Central,Móveis,Decoração,103.5,5,0.6,-77.625,-0.75
Second Class,Home Office,United States,Houston,Texas,77095,Central,Material de Escritório,Etiquetas,2.464,1,0.2,0.8624,0.35000000000000003
Second Class,Home Office,United States,Houston,Texas,77095,Central,Material de Escritório,Armazenamento,8.72,1,0.2,0.654,0.075
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Material de Escritório,Fichários,10.76,2,0.0,5.1648,0.48
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Material de Escritório,Papel,45.68,2,0.0,21.0128,0.45999999999999996
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Material de Escritório,Arte,6.7,1,0.0,2.211,0.32999999999999996
Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Tecnologia,Celulares,158.376,3,0.2,13.8579,0.08750000000000001
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Material de Escritório,Arte,3.44,2,0.2,0.559,0.1625
First Class,Consumer,United States,San Francisco,California,94110,West,Material de Escritório,Armazenamento,56.56,2,0.0,15.2712,0.27
First Class,Consumer,United States,San Francisco,California,94110,West,Móveis,Decoração,36.96,7,0.0,11.4576,0.31
Standard Class,Corporate,United States,New York City,New York,10009,East,Tecnologia,Celulares,135.99,1,0.0,36.7173,0.27
Standard Class,Corporate,United States,New York City,New York,10009,East,Material de Escritório,Arte,15.96,7,0.0,7.0224,0.44
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Material de Escritório,Arte,3.76,2,0.0,1.0904,0.29000000000000004
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Material de Escritório,Arte,14.7,5,0.0,6.615,0.45
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Material de Escritório,Arte,37.2,5,0.0,9.3,0.25
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Tecnologia,Acessórios,89.97,3,0.0,18.8937,0.21
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Móveis,Cadeiras,261.96,2,0.0,23.5764,0.09000000000000001
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Material de Escritório,Etiquetas,74.0,5,0.0,37.0,0.5
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Móveis,Decoração,13.28,2,0.0,6.3744,0.48
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Material de Escritório,Armazenamento,84.96,6,0.2,6.372,0.07500000000000001
Second Class,Consumer,United States,Los Angeles,California,90008,West,Tecnologia,Acessórios,68.46,7,0.0,25.3302,0.37000000000000005
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Material de Escritório,Armazenamento,2079.4,5,0.0,582.232,0.27999999999999997
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Tecnologia,Celulares,629.95,5,0.0,176.386,0.27999999999999997
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Móveis,Decoração,72.42,6,0.0,23.8986,0.32999999999999996
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Tecnologia,Celulares,131.98,2,0.0,35.6346,0.27
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Tecnologia,Acessórios,114.52,7,0.0,11.452,0.1
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Etiquetas,100.24,10,0.2,33.831,0.3375
Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Material de Escritório,Eletrodomésticos,871.8,3,0.2,87.18,0.10000000000000002
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Móveis,Estantes,61.96,4,0.5,-53.2856,-0.86
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Material de Escritório,Fichários,4.554,3,0.7,-3.4914,-0.7666666666666666
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Material de Escritório,Eletrodomésticos,5.2,2,0.2,0.585,0.11249999999999999
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Tecnologia,Acessórios,205.992,1,0.2,-2.5749,-0.0125
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Material de Escritório,Papel,15.552,3,0.2,5.4432,0.35000000000000003
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Tecnologia,Celulares,503.96,5,0.2,50.396,0.1
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Material de Escritório,Eletrodomésticos,24.472,7,0.2,1.8354,0.075
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Móveis,Estantes,241.568,2,0.2,0.0,0.0
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Tecnologia,Acessórios,110.4,2,0.2,-4.14,-0.0375
